,CMPD_CHEMBLID,exp,smiles
2309,CHEMBL1682962,3.07,CC[C@H](NC(=O)C1:C([S+](C)[O-]):C(C2:C:C:C:C:C:2):N:C2:C:C(Cl):C:C:C:1:2)C1:C:C:C:C:C:1
2310,CHEMBL554332,3.04,O=C(CC1CCN(CC2:C:C:N(C3:C:C:C(C(F)(F)F):C:C:3):C:2)CC1)NC(C1:C:C:C(F):C:C:1)C1:C:C:C(=O):[NH]:C:1
2311,CHEMBL1778639,-0.45,CCS(=O)(=O)C1:C:C:C(C2:C:C(C(F)(F)F):C:C:C:2OCC(=O)O):C(C):C:1
2312,CHEMBL226804,2.1,CC(C1:C:C2:C:C:C:C:C:2:O:1)N1:[NH]:C(=O):C2:[NH]:C3:C:C(Cl):C:C:C:3:C(=O):C:2:C:1=O
2313,CHEMBL2088098,1.86,CC1:C:C(CNC2:N:C:C:C(NC3:C:C(C):[NH]:N:3):N:2):O:N:1
2314,CHEMBL51257,2.81,CCCC(=O)NC1:C:C:C2:C(:C:1)C(=O)C(=O)C1:C:C:C:C:C:12
2315,CHEMBL787,3.45,CC(C)(O)C1:C:C:C:C:C:1CC[C@@H](SCC1(CC(=O)O)CC1)C1:C:C:C:C(/C=C/C2:C:C:C3:C:C:C(Cl):C:C:3:N:2):C:1
2316,CHEMBL101253,3.7,ClC1:C:C:C(NC2:N:N:C(CC3:C:C:N:C:C:3):C3:C:C:C:C:C:2:3):C:C:1
2317,CHEMBL1043,0.88,NC1:C:C:C(S(=O)(=O)C2:C:C:C(N):C:C:2):C:C:1
2318,CHEMBL1294,2.21,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)C1:C:C:N:C2:C:C:C(OC):C:C:1:2
2319,CHEMBL2178941,1.6,CC1:N:C(C):C(C2:C:C:C([C@H]3CC[C@H](CCC(=O)O)CC3):C:C:2):N:C:1C(N)=O
2320,CHEMBL347645,0.3,NC(=O)CC1:C:C:C:C:C:1
2321,CHEMBL1981679,0.64,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1
2322,CHEMBL207584,3.58,COC1:C:C2:N:C:N:C(NC3:C:C:C:C(Cl):C:3F):C:2:C:C:1CN1CCC[C@H]1C(N)=O
2323,CHEMBL92401,0.33,CC(C)NNC(=O)C1:C:C:N:C:C:1
2324,CHEMBL404609,2.42,NC(=O)NC1:S:C(C2:C:C:C:C:C:2):C:C:1C(N)=O
2325,CHEMBL1625467,3.22,NC1:C:C:C(N=NC2:C:C:C:C:C:2):C(N):N:1
2326,CHEMBL2158466,3.27,CCCSC1:N:C(NC):C:C:C:1C(=O)NC1C2CC3CC1CC(O)(C3)C2
2327,CHEMBL186513,3.6,N#CC1:C:C(O):C:C2:N:C(C3:C:C:C(O):C:C:3):O:C:1:2
2328,CHEMBL2031157,0.27,O=C(N[C@@H](CC1:C:C:C(C#CCCNC2:C:C:C:C:N:2):C:C:1)C(=O)O)C1:C(Cl):C:C:C:C:1Cl
2329,CHEMBL1682823,3.3,O=C1CCOC2:N:C(C#CC3CCCCC3):C:C:C:21
2330,CHEMBL1319232,2.1,CC1:C:C:C(N2:[NH]:C(=O):C3:C:C:C:N:C:3:2):C:C:1
2331,CHEMBL36994,0.93,COC1:C:C:C(C(=O)N2CCCC2=O):C:C:1
2332,CHEMBL1173055,1.17,CNCC1:C:C:C(C2:[NH]:C3:C:C(F):C:C4:C:3:C:2CCNC4=O):C:C:1
2333,CHEMBL573214,1.41,OC1:C:C:C2:C3:C:1O[C@H]1C4:[NH]:C5:C(:C:4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2CC3:C:C:C(O):C4:C:3[C@@]1(CCN2CC1CC1)[C@H]5O4
2334,CHEMBL246533,2.5,ClC1:C:C:C:C2:[NH]:N:C:C:1:2
2335,CHEMBL38182,1.64,N#CC1:C:C:C(NC(=O)NC2:C:C:C:C:C:2Br):C2:N:N:[NH]:C:1:2
2336,CHEMBL1548889,1.97,NC1:C:C:C(Cl):C(C2:N:C3:N:C:C:C:C:3:O:2):C:1
2337,CHEMBL232656,1.91,C[C@@H]1CN(CC2:C:C:C(F):C:C:2)CCN1C(=O)COC1:C:C:C(Cl):C:C:1NC(N)=O
2338,CHEMBL182266,2.8,CN(C(=O)C1:C:C:N:C:C:1)C1CCN(CCC(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1
2339,CHEMBL444194,3.62,CC1:N:C:C(C2:C:C:N:C(NC3:C:C:C(C#N):C:C:3):N:2):N:1C(C)C
2340,CHEMBL551984,2.39,N#CC1:C:C:C:C(NCC(=O)NC2:C(Cl):C:C:C3:N:C(N4CC[C@@H](O)C4):C:C:C:2:3):C:1
2341,CHEMBL2071097,1.42,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(C3:N:C4:C(:S:3)COCC4)CC2)CC1
2342,CHEMBL523058,2.55,O=C(C1:C:C(CC2:N:[NH]:C(=O):C3:C:C:C:C:C:2:3):C:C:C:1F)N1CCN(C2:C:C:C:C:N:2)CC1
2343,CHEMBL1201295,3.57,CC1:C:C:C(C(=O)OC2:C:C:C(C(O)CNC(C)(C)C):C:C:2OC(=O)C2:C:C:C(C):C:C:2):C:C:1
2344,CHEMBL413742,3.66,CCCCC(CC)CNC(=O)C1:C:C:C2:C(:C:1):C(CC1:C:C:C(C(=O)NS(=O)(=O)C3:C:C:C:C:C:3C):C:C:1OC):C:N:2C
2345,CHEMBL198150,1.73,CCN(C(=O)CC1:C:C:C(S(C)(=O)=O):C:C:1)C1CCN(CCC(C2:C:C:C:C:C:2)C2:C:C:C(S(C)(=O)=O):C:C:2)CC1
2346,CHEMBL1934419,0.25,CC1:C:C:C(S(=O)(=O)NC2:C(C(=O)N[C@@H](C)C(C)(C)C):C(C):N:N:2C2CCS(=O)(=O)CC2):C:C:1
2347,CHEMBL210884,2.26,COCCOC1:N:C(N):C2:[NH]:C(=O):N(CC3:C:C:C:C:C:3):C:2:N:1
2348,CHEMBL1762548,3.9,CC1:C:C:C(CO):C:C:1N(C1:C:C:N:C(NC2:C:C(N3CCOCC3):C:C(N3CCOCC3):C:2):N:1)C(C)C
2349,CHEMBL1631095,3.4,NC(=O)C1:C:C(C(N)=O):N(C2:C:C:C:C(C3:C:C(C(F)(F)F):C:C:C:3C(F)(F)F):C:2):N:1
2350,CHEMBL498404,2.28,CS(=O)(=O)NC1:C:C(NC2:N:C:C:C(NC3:C(Cl):C:C:C4:C:3OCO4):N:2):C:C(C(N)=O):C:1
2351,CHEMBL2031561,0.8,O=C(NC1:C:C:C:C(C2:N:N:N:[NH]:2):C:1)C1:C:C(O):C:C(C(F)(F)F):C:1
2352,CHEMBL2089275,0.7,N#CC1:C:C:C:C(C2:C:C:C:C(C3:N:N:[NH]:N:3):C:2):C:1
2353,CHEMBL605846,0.79,COC1:C:C:C(CC(C)(C)NC[C@H](O)C2:C:C(O):C:C3:C:2OCC(=O)N3):C:C:1
2354,CHEMBL2035029,2.2,NC1(C2:C:C:C(C3:N:C:C4:C:N:C:C:C:4:C:3C3:C:C:C:C:C:3):C:C:2)CCC1
2355,CHEMBL1398535,1.7,N#CC1:C:N:N(C2:C:C:C:C:C:2):C:1NC(=O)C1:C:C:C:C:C:1F
2356,CHEMBL424414,1.9,CC1:C:C(=O):[NH]:C2:C:C:C:C:C:1:2
2357,CHEMBL402501,2.4,C[C@H](CC1:C:C:C:C(CC(=O)NC23CC4CC(CC(C4)C2)C3):C:1)NC[C@H](O)C1:C:C:C(O):C(CO):C:1
2358,CHEMBL100913,0.95,OC1:C:C:C(C2:C:C:C(C3(O)CN4CCC3CC4):C:C:2):C:C:1
2359,CHEMBL1598315,1.23,CNC(=O)C1:S:N:N:C:1C1:C:C:C:C:C:1
2360,CHEMBL226780,1.77,CC(C)(C)NC(=O)NC1:C:C:C:C(CN2:[NH]:C(=O):C3:[NH]:C4:C:C(Cl):C:C:C:4:C(=O):C:3:C:2=O):C:1
2361,CHEMBL587004,2.91,CN1CCN(C2:N:C(NCCNC3:C:C:C([N+](=O)[O-]):C:C:3):C3:C:C:C:C:C:3:N:2)CC1
2362,CHEMBL2023265,-0.2,O=C(O)CSCC(=O)NC1:N:C(C2:C:C:C(F):C:C:2):C:S:1
2363,CHEMBL2030813,-0.48,O=C(N[C@@H](CC1:C:C:C(OCCNC2:C:C:C:C:N:2):C:C:1)C(=O)O)C1:C(Cl):C:C:C:C:1Cl
2364,CHEMBL2086658,2.8,CC(C)(C)OC(=O)N1CCC(C2:N:C:C(OCC3:C:C:C(S(C)(=O)=O):C:C:3):C:N:2)CC1
2365,CHEMBL1221510,3.0,CC(C)CN1:C(=O):[NH]:C(=O):C2:C(C(=O)N3CCC3):C(CC3:C:C:C:C:C:3C(F)(F)F):S:C:2:1
2366,CHEMBL2069623,3.17,NC1:N:C:N:C2:C:1:C(COC1:C:C:C:C(Cl):C:1):N:N:2C1CCOCC1
2367,CHEMBL53966,3.21,O=C(COCC1:C:C:C:C:C:1)NC1:C:C:C2:C(:C:1)C(=O)C(=O)C1:C:C:C:C:C:12
2368,CHEMBL2062578,3.09,N#CC1:C:N:N2:C(NC3CC3):C:C(N3:C:C:C4:C:C:C(CO):C:C:4:3):N:C:1:2
2369,CHEMBL128,-0.96,CNS(=O)(=O)CC1:C:C:C2:[NH]:C:C(CCN(C)C):C:2:C:1
2370,CHEMBL2035032,2.9,NC1(C2:C:C:C(C3:C(C4:C:C:C:C:C:4):C:C:C4:C:C:N:N:3:4):C:C:2)CCC1
2371,CHEMBL2010836,3.0,CN(C(=O)CC1:C:C:C(N2:C:N:N:N:2):C:C:1)C1CCN(CC2:C:C:C(C(F)(F)F):C:C:2)CC1
2372,CHEMBL1829422,1.37,CCC(C1:N:C2:C:C:O:C:2:C(=O):N:1CC1:C:C:C:C:C:1)N(CCCN)C(=O)C1:C:C:C(C):C:C:1
2373,CHEMBL513412,2.04,COC1:C:C:C(N(C(=O)C2:O:C:C:C:2C)C(C(=O)NC[C@@H](C)O)C2:C:C:C:C:C:2F):C(OC):C:1
2374,CHEMBL167471,2.95,CCCC1:C(OCC2:C:C:C:C(NC(=O)CC3:C:C:C:C:C:3C(=O)O):C:2):C:C:C(C(C)=O):C:1O
2375,CHEMBL1766082,3.1,CC1:N:C:C:C:C:1OC1:N:C:N:C(OC2C3COCC2CN(C(=O)OC(C)C)C3):C:1C
2376,CHEMBL404057,3.15,C[C@H](CO)NC1:N:C(SCC2:C:C:C:C(F):C:2F):N:C2:N:C:C:N:C:1:2
2377,CHEMBL2035040,1.3,NC(=O)C1:C:N:C(C2:C:C:C(C3(N)CCC3):C:C:2):C(C2:C:C:C:C:C:2):C:1
2378,CHEMBL402986,2.86,C[C@H](CO)NC1:N:C(SCC2:C:C:C:C:C:2):N:C2:[NH]:C(=O):S:C:1:2
2379,CHEMBL1789186,0.77,N#CC1:C:C(F):C(Cl):C:C:1O[C@H](CCN)C1:C:C:C:C:C:1
2380,CHEMBL1762543,3.7,CC1:C:C:C(CO):C:C:1N(C)C1:C:C:N:C(NC2:C:C(OC3CCOCC3):C:C(N3CCOCC3):C:2):N:1
2381,CHEMBL380947,3.37,CC(C)(CO)NC1:N:C(SCC2:C:C:C:C(F):C:2F):N:C2:N:C(N):S:C:1:2
2382,CHEMBL117,3.83,O=C1:C:C(C2:C:C:C:C:C:2):O:C2:C:C(O):C:C(O):C:1:2
2383,CHEMBL2057371,1.37,CC(C)(C)NS(=O)(=O)C1:C:N:C:C(C2:C:C:C3:N:C(NC(=O)NCC(=O)N4CCCC4):N:N:3:C:2):C:1
2384,CHEMBL377136,2.2,O=C(NC1:C:C:C:C:N:1)C1:C:C:C:C:C:1
2385,CHEMBL361546,1.44,O=C1:C2:S:C:C:C:2:N(CC2COC3:C:C:C:C:C:3O2):C(=O):N:1O
2386,CHEMBL1644331,3.92,C1:C:C:C(SC2:C:C:C3:C:C:C:C:C:3:N:2):C:C:1
2387,CHEMBL2031559,1.1,O=C(NC1:C:C:C:C(C2:N:N:N:[NH]:2):C:1)C1:C:C(C(F)(F)F):C:C2:[NH]:C:N:C:1:2
2388,CHEMBL1778369,1.69,COC[C@H](C)OC1:C:C(OC2:C:C:C(Cl):C:C:2):C:C(C(=O)NC2:C:C:C(C(=O)O):C:N:2):C:1
2389,CHEMBL2172007,2.35,C[C@@H]1CN(C2:C:C:C:C:C:2)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1
2390,CHEMBL2164748,0.9,COC1:C:C:C2:N:C:C(=O):N(CCN3CC[C@@H](NCC4:C:C5:C(:C:N:4)OCCO5)[C@H](O)C3):C:2:C:1
2391,CHEMBL452791,2.21,COCCOCCOC1:C:C:C(C2:C:C(C(N)=O):C(NC(N)=O):S:2):C:C:1
2392,CHEMBL36,2.31,CCC1:N:C(N):N:C(N):C:1C1:C:C:C(Cl):C:C:1
2393,CHEMBL190243,1.64,C[C@@H](C(=O)NCCN1CCCC1)C1:C:C:C(OS(=O)(=O)C(F)(F)F):C:C:1
2394,CHEMBL1532611,2.71,NC1:C:C:C(OCCC2:C:C:C:C:C:2):C:C:1
2395,CHEMBL1773254,1.67,O=C(O)CCC1:C:C:C(OCC2:C:C:C:C(Br):C:2):C:C:1
2396,CHEMBL1164184,3.3,O=C(NC1:N:C:C(F):S:1)C(CC1CCOCC1)C1:C:C:C(S(=O)(=O)C2CC2):C:C:1
2397,CHEMBL507722,2.13,CC1:N:C:C(C2:N:C(NC3:C:C:C(C(=O)NC4CCN(C)CC4):C:C:3):N:C:C:2F):N:1C(C)C
2398,CHEMBL138649,3.6,O=C1:C:C(C2:C:C:C:C:C:2):O:C2:C:C:C(O):C:C:1:2
2399,CHEMBL275455,2.32,CC(C)C(NC(=O)CN1:C(C2:C:C:C:S:2):N:C:C(NC(=O)OCC(F)(F)F):C:1=O)C(=O)C(F)(F)F
2400,CHEMBL321590,1.53,O=C(NO)C1COC(C2:C:C:C(F):C(C(F)(F)F):C:2)=N1
2401,CHEMBL123846,3.0,CCCC1:C(OCCCOC2:C:C:C3:C(=O):C:C(C(=O)O):O:C:3:C:2CCC):C:C:C(C(C)=O):C:1O
2402,CHEMBL1084863,2.86,NS(=O)(=O)C1:C:C:C(NC2:N:C:C:C(C3:C:C:C:C:C:3):N:2):C:C:1
2403,CHEMBL1180725,0.2,CC(C)[N+](C)(CCOC(=O)C1C2:C:C:C:C:C:2OC2:C:C:C:C:C:21)C(C)C
2404,CHEMBL1389370,3.3,CCN(CC)CCNC1:N:C:N:C2:C:1:S:C1:N:C(N3CCOCC3):C3:C(:C:1:2)CCCC3
2405,CHEMBL1079486,2.0,CC(=O)NC1CC(C)N(C(=O)C2:C:C:C:C:C:2)C2:C:C:C:C:C:21
2406,CHEMBL1800656,1.92,CCN(CCNCCC1:C:C:C(O):C2:[NH]:C(=O):S:C:1:2)C(=O)CCOCCC1:C:C:C:C:C:1
2407,CHEMBL151445,0.4,OCC(O)CN1CCN(C2:C:C:C:C:C:2)CC1
2408,CHEMBL561652,2.63,C[C@@H](CO)OC1:C:C(OC2:C:C:C(S(C)(=O)=O):C:C:2):C:C(C(=O)NC2:N:C:C:S:2):C:1
2409,CHEMBL2207225,2.49,COC1:C:C(OC):C(S(=O)(=O)N2C3:C:C:C:C:C:3CCC2C):C:C:1NC(=O)CC1:C:C:N:C(F):C:1
2410,CHEMBL1313395,3.66,CC1:S:C2:N:C:N:C(N3CCN(C4:N:C:C:C:N:4)CC3):C:2:C:1C
2411,CHEMBL394527,3.27,O=C(N[C@@H]1CC2:C:C:C:C:C:2N(C[C@@H](O)CO)C1=O)C1:C:C2:C:C(Cl):S:C:2:[NH]:1
2412,CHEMBL260135,2.6,NC1:N:[NH]:C2:N:N:C(C3:C:C:C:C:C:3):C(C3:C:C:C:C:C:3):C:1:2
2413,CHEMBL1796297,2.31,O=C(NCC1:C:C:N:C:C:1)C1:C:C:C(OC2:C:C:C(C#C[C@@]3(O)CN4CCC3CC4):C:C:2):C:C:1
2414,CHEMBL451496,2.1,O=C1C2:C:C:C(O):C:C:2C(=O)N1C1:C:C:C(O):C:C:1F
2415,CHEMBL2325696,2.8,C[C@H]1COCCN1C1:C:C(C2(S(C)(=O)=O)CC2):N:C(C2:C:C:C:C3:[NH]:C:C:C:2:3):N:1
2416,CHEMBL2158774,3.01,CC1:C:C:C(C[C@@H](C(=O)O)N2CCC(CN3CCC(OC4:C:C:C(Cl):C(Cl):C:4)CC3)CC2):C:C:1
2417,CHEMBL255536,2.48,COC1:C:C:C(CC(=O)NC(N/C(=N/C#N)NC2:C:C:C:C:C:2C)C(C)(C)C):C:C:1OC
2418,CHEMBL2206523,3.64,CN1CC2:C:C:C:C:C:2C(C2:C:C:C(Cl):C:C:2)C1
2419,CHEMBL1892245,-1.31,O=C(O)CSC1:C:[NH]:C2:C:C:C:C:C:1:2
2420,CHEMBL1466,1.22,O=C1:O:C2:C:C:C:C:C:2:C(O):C:1CC1:C(O):C2:C:C:C:C:C:2:O:C:1=O
2421,CHEMBL1169880,3.49,C[C@@H](OC1:C:C:C(S(C)(=O)=O):C:C:1C(=O)N1CCN(C2:N:C:C(C(F)(F)F):C:C:2F)CC1)C(F)(F)F
2422,CHEMBL2164672,0.9,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCCCC1
2423,CHEMBL2030798,-0.31,CNC1:C:C:C:C(CCOC2:C:C:C(C[C@H](NC(=O)C3:C:C:C:C:C:3Cl)C(=O)O):C:C:2):N:1
2424,CHEMBL661,1.98,CC1:N:N:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1)=NC2
2425,CHEMBL2335894,3.05,COCCC(=O)N[C@@H](C)C1:C:C:C(NC2:N:C:C3:C:C(C4:C:C:N:C:C:4):C:C:C:3:N:2):C:C:1
2426,CHEMBL511115,0.76,COC1:C:C:C([C@]2(C#N)CC[C@@H](C(=O)O)CC2):C:C:1OC1CCCC1
2427,CHEMBL2335123,2.46,CCOC1:C:C:C:C:C:1C1:C:C:C(C2:N:C3:C:C:C(F):C:C:3:C(C(=O)NCCOCCN):C:2C):C:C:1
2428,CHEMBL1777822,0.15,CC1:C:C:C(C#N):C:C:1C1:C:C(C(F)(F)F):C:C:C:1OCC(=O)O
2429,CHEMBL1236772,2.91,CS(=O)(=O)C1:C:C:C:C(NC2:N:C:C:C(NC3:C:C:C:C4:[NH]:N:C:C:3:4):N:2):C:1
2430,CHEMBL2177159,2.26,COCCNS(=O)(=O)C1:C:C:C(C2:C:N:C(N):C(C(=O)NC3:C:C:C:N:C:3):N:2):C:C:1
2431,CHEMBL1950729,0.87,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)C2:C:C:C:C:C:2)C1)C1CCCCC1
2432,CHEMBL2178579,2.6,O=C(NC1:C:C:C(Cl):C(S(=O)(=O)N2CCNCC2):C:1O)NC1:C:C:C:C(F):C:1Cl
2433,CHEMBL1194608,0.53,CN1CC=C(C2:C:C:C:C(O):C:2)CC1
2434,CHEMBL267744,-0.84,O=C(O)COC1:C:C:C(C(=O)C2:C:C:C:S:2):C(Cl):C:1Cl
2435,CHEMBL1201016,1.7,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)C3:C:S:C(N):N:3)[C@H]2SC1
2436,CHEMBL932,3.97,OCCN(CCO)C1:N:C(N2CCCCC2):C2:N:C(N(CCO)CCO):N:C(N3CCCCC3):C:2:N:1
2437,CHEMBL556716,2.9,CS(=O)(=O)C1:C:C:C(C(CCNC(=O)C2:C:C:C(C#N):C:C:2)C2:C:C:C(F):C:C:2):C:C:1
2438,CHEMBL1945031,1.13,CC1:C:C:C:C2:C(CCNCC3:C:C:C:C(CCNC[C@H](O)C4:C:C:C(O):C5:[NH]:C(=O):S:C:4:5):C:3):C:[NH]:C:1:2
2439,CHEMBL2331754,2.69,CC1:C:N([C@H]2CCCN(S(=O)(=O)C3:C:C:C(CO):C(OC4:C:C:C:C(Cl):C:4):C:3)C2):C(=O):[NH]:C:1=O
2440,CHEMBL2170989,1.9,NC1:N:C:N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CSCCCNC(=O)NC2:C:C:C:C:C:2)[C@@H](O)[C@H]1O
2441,CHEMBL1123,3.72,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
2442,CHEMBL442137,1.7,CC12NC(CC3:C:C:C:C:C:31)C1:C:C:C:C:C:12
2443,CHEMBL2171992,1.74,COC1:C:C:C(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2):C:C:1
2444,CHEMBL2181928,2.75,C[C@@H]1CN(C2:C:C:C3:C(:N:2)NC(=O)CO3)[C@H](C2:C:C:C:C:C:2)CO1
2445,CHEMBL2164690,4.1,CC(C)C1:C:C:C2:[NH]:C3:C(:C:2:C:1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3
2446,CHEMBL73189,2.7,CC1:N:C2:C:C:C:C:N:2:C:1C1:C:C:N:C(NC2:C:C:C:C(Cl):C:2):N:1
2447,CHEMBL1689117,0.99,O=C(O)COC1:C:C:C(Cl):C:C:1CN1CCN(S(=O)(=O)C2:C:C:C(F):C:C:2)CC1
2448,CHEMBL110147,1.84,O=S(=O)(CCCNCCC1:C:C:C(O):C2:N:C(O):S:C:1:2)NCCOCCSC1:C:C:C:C:C:1
2449,CHEMBL2139925,4.1,CCC1:N:C2:C:C:C(C(=O)NCC3:C:C:C4:C(:C:3)OCO4):C:N:2:C:1N(C)CC1:C:C:C:S:1
2450,CHEMBL469727,1.98,COCC1:C:C:O:C:1C(=O)N(C1:C:C:C(OC):C:C:1OC)C(C(=O)NC[C@@H](C)O)C1:C:C:C:C:C:1F
2451,CHEMBL186526,2.65,CC1:C:C:C(NC(=O)C2:C:C:C:C(N(C)C):C:2):C:C:1NC(=O)C1:C:C:C(O):C:C:1
2452,CHEMBL1778866,2.23,COC1:C:C(F):C:C:C:1C1:C:N:C:C(CNC2CCC2):N:1
2453,CHEMBL31815,3.7,C=CC(=O)NC1:C:C:C2:N:C:N:C(NC3:C:C:C:C(C):C:3):C:2:C:1
2454,CHEMBL502,2.41,COC1:C:C2:C(:C:C:1OC)C(=O)C(CC1CCN(CC3:C:C:C:C:C:3)CC1)C2
2455,CHEMBL298700,3.3,CCN(CC)C(=O)C1:C:C:C2:[NH]:C(C3:C:C(C):C:C(C):C:3):C(CCNCCCCC3:C:C:N:C:C:3):C:2:C:1
2456,CHEMBL1287853,2.11,CC1:C:N:C(NC2:C:C:C(OCCN3CCCC3):C:C:2):N:C:1NC1:C:C:C:C(S(=O)(=O)NC(C)(C)C):C:1
2457,CHEMBL1199988,1.85,NC1:N:C:C(C2:C:N:N(C3CCNCC3):C:2):C:C:1C1:N:C2:C:C:C:C:C:2:O:1
2458,CHEMBL2062558,2.23,N#CC1:C:N:N2:C(N):C:C(C3:C:C:C(F):C:C:3):N:C:1:2
2459,CHEMBL398894,2.6,NS(=O)(=O)C1:C:C:C:C(NC2:N:C:C:C(NC3:C:C:C:C4:[NH]:N:C:C:3:4):N:2):C:1
2460,CHEMBL247471,3.1,C[C@H](C1:C:C:C(F):C:C:1CCCC(=O)O)N(C1:C:C(F):C:C:C:1F)S(=O)(=O)C1:C:C:C(Cl):C:C:1
2461,CHEMBL1699517,1.07,CC1:N:C(CS(=O)(=O)C2:C:C:C:C:C:2):C:C(N2CCOCC2):N:1
2462,CHEMBL23,1.99,COC1:C:C:C([C@@H]2SC3:C:C:C:C:C:3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O):C:C:1
2463,CHEMBL168634,0.05,CC1:C:C:C(S(=O)(=O)N2N=CC3:C:C:C:C:C:3B2O):C:C:1
2464,CHEMBL260374,2.3,S=C(NC1CCCCC1)N1CCC(C2:C:N:C:[NH]:2)CC1
2465,CHEMBL50608,2.2,NC1:C:C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2
2466,CHEMBL2010839,1.8,CN(C(=O)CC1:C:C:C(N2:C:N:N:N:2):C:C:1)C1CCN(CC2:C:C:C(C(F)(F)F):N:C:2)CC1
2467,CHEMBL1288009,1.82,COC1:C:C:C(C2:C:C3:C(N[C@H]4CCCNC4):N:C:C(C(N)=O):C:3:S:2):C:C:1
2468,CHEMBL1900528,-0.25,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(C3:C:C:C:S:3)C3:C:C:C:S:3)C[C@@H]1[C@H]1O[C@@H]21
2469,CHEMBL591931,1.27,N=C(N)C1:C:C2:C(C3:C:C:C:C:C:3):C:C:C:C:2:S:1
2470,CHEMBL376291,3.1,O=C1C(=O)N(CC2:C:C:C(Cl):C:C:2)C2:C:C:C:C:C:21
2471,CHEMBL223166,0.9,COC1:C:C:C:C:C:1O[C@@H](C1:C:C:C:C:C:1)[C@@H]1CNCCO1
2472,CHEMBL1631468,1.86,CCCNC(=O)C1:N:N:C2:C(C3:N:C:C:C:N:3):C:C:C:C:2:C:1N
2473,CHEMBL1944689,2.3,O=C1:[NH]:C2:C(O):C:C:C([C@@H](O)CNCCC3:C:C:C(CNCCC4:C(Cl):C:C:C:C:4Cl):C:C:3):C:2:S:1
2474,CHEMBL1689122,0.69,CC1CN(S(=O)(=O)C2:C:C:C:C:C:2)CCN1CC1:C:C(Cl):C:C:C:1OCC(=O)O
2475,CHEMBL1289349,2.74,O=C(COCC1:C:C:N:C:C:1)N1CCC(C2:C:C:C(Cl):C:C:2)CC1
2476,CHEMBL92840,2.15,CC(O)(C(=O)NC1:C:C:C(S(=O)(=O)C2:C:C:N:C:C:2):C:C:1)C(F)(F)F
2477,CHEMBL360227,2.4,CCN(CC)CCN1C(=O)[C@@](O)(C2:C:C:C:C:C:2Cl)C2:C1:C:C(C(N)=O):C:C:2C(F)(F)F
2478,CHEMBL2207281,2.06,O=C(NC[C@@H](O)CN1CCC(OC2:C:C:C(Cl):C(Cl):C:2)CC1)C1:C:[NH]:C(=O):C2:C:C(S(=O)(=O)NCCO):C:C:C:1:2
2479,CHEMBL1762550,3.44,CC1:C:C:C(CO):C:C:1N(C)C1:C:C:N:C(NC2:C:C(N3CCOCC3):N:C(N3CCOCC3):C:2):N:1
2480,CHEMBL177611,0.6,O=C(N[C@H]1CN2CCC1CC2)C1:C:C:C(Cl):C:C:1
2481,CHEMBL1320527,1.91,CC1:O:C:C:C(=O):C:1OCC1:C:C:C(F):C:C:1
2482,CHEMBL1414985,2.96,O=C(CC1:C:C:C:C:N:1)C1:C:C:C(Cl):C:C:1
2483,CHEMBL6800,1.9,COC1:N:C(Br):C:N:C:1NS(=O)(=O)C1:C:C:C:C2:C(N(C)C):C:C:C:C:1:2
2484,CHEMBL1364572,2.91,NC(=O)C1:S:C2:N:C:C:C(NC3:C:C:C:C:C:3):C:2:C:1N
2485,CHEMBL1201117,0.36,COC1:C:C:C:C:C:1OCC(O)COC(N)=O
2486,CHEMBL2003130,3.31,O=C1:[NH]:C(C2:C:C:C:C:C:2):N:C2:C:C(Cl):C:C:C:1:2
2487,CHEMBL388525,3.39,O=C1:C2:C:C:C:C:C:2:O:C2:C:C(O):C:C(O):C:1:2
2488,CHEMBL1778650,0.31,CCC(OC1:C:C:C(C(F)(F)F):C:C:1C1:C:C:C(S(=O)(=O)CC):C:C:1C)C(=O)O
2489,CHEMBL65511,1.97,COC(=O)N1CCN(C(=O)CC2:C:C:C(Cl):C(Cl):C:2)[C@@H](CN2CCCC2)C1
