,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
851,CN(C)CCCOC1:N:N(CC2:C:C:C:C:C:2):C2:C:C:C:C:C:1:2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
852,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
853,NC1=N/C(=C(/N=O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)NS1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
854,CC1:N:C:C(COP(=O)([O-])[O-]):C(CN(CCN(CC(=O)[O-])CC2:C(COP(=O)([O-])[O-]):C:N:C(C):C:2[O-])CC(=O)[O-]):C:1[O-].[H+].[H+].[H+].[Mn+2].[Na+].[Na+].[Na+],0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
855,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)CC1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1CC(O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4CC(C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
856,C=CCN.C=CCNCCCCCCCCCC.C=CCNCCCCCC[N+](C)(C)C.Cl.ClCC1CO1.[Cl-],0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
857,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
858,CC(=O)OC1:C:C2:C(:S:1)CCN(C(C(=O)C1CC1)C1:C:C:C:C:C:1F)C2,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1
859,COC1:C:C:C2:C:C(CCC(C)=O):C:C:C:2:C:1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
860,CC(C)(C)NCC(O)COC1:C:C:C:C2:C:1CC(O)C(O)C2,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
861,C=C[C@]1(C)C[C@@H](OC(=O)CSC2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
862,OC1:C:C:C2:C3:C:1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
863,CCN1:C:C(C(=O)O):C(=O):C2:C:C:C(C):N:C:2:1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
864,C=C1CCC2(O)C3CC4:C:C:C(O):C5:C:4C2(CCN3CC2CC2)C1O5,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1
865,C=CCN1CCC23C4:C5:C:C:C(O):C:4OC2C(=O)CCC3(O)C1C5,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
866,O=C1CCC2(O)C3CC4:C:C:C(O):C5:C:4C2(CCN3CC2CC2)C1O5,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
867,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1
868,C1:C:C:C2:C(CC3=NCCN3):C:C:C:C:2:C:1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
869,CNS(=O)(=O)CCC1:C:C:C2:[NH]:C:C(C3CCN(C)CC3):C:2:C:1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
870,CC(C)C1CCC(C(=O)NC(CC2:C:C:C:C:C:2)C(=O)O)CC1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1
871,CCC1:N:N(CCCN2CCN(C3:C:C:C:C(Cl):C:3)CC2):C(=O):N:1CCOC1:C:C:C:C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
872,CN1CCOC(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2C1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
873,CC1:C(O):C:C:C:C:1C(=O)NC(CSC1:C:C:C:C:C:1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
874,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
875,COC(=O)C=CC(=O)O,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
876,CN(C)C(=O)OC1:C:C:C:C([N+](C)(C)C):C:1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
877,CC1:C:C:N:C2:C:1NC(=O)C1:C:C:C:N:C:1N2C1CC1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
878,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[NH+](C)CC2:C:C:C:C:C:2)C1C1:C:C:C:C([N+](=O)[O-]):C:1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0
879,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C:C:1[N+](=O)[O-],1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
880,CC1(C)NC(=O)N(C2:C:C:C([N+](=O)[O-]):C(C(F)(F)F):C:2)C1=O,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
881,NC1:N:C(Cl):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
882,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2.O=C(O)C(F)(F)F,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
883,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1:C:C:C:C([N+](=O)[O-]):C:1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0
884,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1C1:C:C:C:C:C:1[N+](=O)[O-],1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
885,O=C(O)CCNC(=O)C1:C:C:C(N/N=C2\C=CC(=O)C(C(=O)O)=C2):C:C:1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
886,O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C([N+](=O)[O-]):C:C:C:2N1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
887,O=C1CN(N=CC2:C:C:C([N+](=O)[O-]):O:2)C(=O)N1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
888,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
889,CNC(=C[N+](=O)[O-])NCCSCC1:C:S:C(CN(C)C):N:1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
890,CN1C=CC=C/C1=C\[NH+]=O,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
891,CC1(C)SC(C(NC(=O)CC2:C:C:C:C:C:2)C(=O)NCCCCCC(=O)O)NC1C(=O)O,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
892,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1
893,CCN1:C:C(C(=O)O):C(=O):C2:C:C(F):C(N3CCNCC3):C:C:2:1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
894,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
895,CNCCC=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
896,CCOC1:C:C(CC(=O)NC(CC(C)C)C2:C:C:C:C:C:2N2CCCCC2):C:C:C:1C(=O)O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0
897,NCCCC[C@@H]1NC(=O)[C@@H](CC2:C:[NH]:C3:C:C:C:C:C:2:3)NC(=O)[C@H](C2:C:C:C:C:C:2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](CC2:C:C:C:C:C:2)NC(=O)[C@H](CC2:C:C:C(OCC3:C:C:C:C:C:3):C:C:2)NC1=O,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0
898,O=C(CCCC1:C:C:C:C:C:1)OCC(COC(=O)CCCC1:C:C:C:C:C:1)OC(=O)CCCC1:C:C:C:C:C:1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
899,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
900,CC(O)=C(C#N)C(=O)NC1:C:C:C(C(F)(F)F):C:C:1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
901,CN(C)C1C(=O)C(=C(N)[O-])C(=O)C2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4C(C)(O)C3C(O)C12.CN(C)C1C(=O)C(=C(N)[O-])C(=O)C2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4C(C)(O)C3C(O)C12.[Ca+2],0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
902,CC1:C:C:C(SC2:C:C:C:C:C:2N2CCNCC2):C(C):C:1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
903,CC1COC2:C(N3CCN(C)CC3):C(F):C:C3:C(=O):C(C(=O)O):C:N1:C:2:3,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
904,CC1:C:C2:C(:S:1)=NC1:C:C:C:C:C:1NC=2N1CCN(C)CC1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
905,O=C(/C=C/C1:C:C:C:C(S(=O)(=O)NC2:C:C:C:C:C:2):C:1)NO,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1
906,COC1:C:C:C2:N:C(S(=O)CC3:N:C:C(C):C(OC):C:3C):[NH]:C:2:C:1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
907,CC1:N:C:C:N:1CC1CCC2:C(:C3:C:C:C:C:C:3:N:2C)C1=O,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
908,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
909,CC1:C:C:C:C:C:1C(OCCN(C)C)C1:C:C:C:C:C:1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
910,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1
911,O=C(O)C1=C/C(=N/NC2:C:C:C(S(=O)(=O)NC3:C:C:C:C:N:3):C:C:2)C=CC1=O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
912,CC1:O:N:C(C2:C:C:C:C:C:2):C:1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
913,O=C(O)C(=O)O.[NH-]C1CCCCC1[NH-].[Pt+2],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
914,CCNC1CC(C)S(=O)(=O)C2:S:C(S(N)(=O)=O):C:C:21,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
915,O=C(O)CCC1:N:C(C2:C:C:C:C:C:2):C(C2:C:C:C:C:C:2):O:1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
916,O=C1NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2)=NC1O,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
917,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
918,ClC1:C:C:C(CON=C(CN2:C:C:N:C:2)C2:C:C:C(Cl):C:C:2Cl):C(Cl):C:1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
919,CCCCN(CCCC)CCC(O)C1:C:C2:C(Cl):C:C(Cl):C:C:2:C2:C:C(C(F)(F)F):C:C:C:1:2.Cl,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1
920,C=CCOC1:C:C:C:C:C:1OCC(O)CNC(C)C,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0
921,CCN(CC)CC#CCOC(=O)C(O)(C1:C:C:C:C:C:1)C1CCCCC1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
922,COC1:C:C:C2:C3:C:1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
923,CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
924,CN1CCC23C4:C5:C:C:C(O):C:4OC2C(=O)CCC3(O)C1C5,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
925,NC1:C:C:C(C(=O)O):C(O):C:1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0
926,CCCS(=O)(=O)NC1:C:C:C(F):C(C(=O)C2:C:[NH]:C3:N:C:C(C4:C:C:C(Cl):C:C:4):C:C:2:3):C:1F,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1
927,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C2:C:C:C:C:C:2)C2(O)CC(OC(=O)C(O)C(NC(=O)C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)C(C)=C1C2(C)C,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
928,NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
929,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
930,CC(C)(CO)C(O)C(=O)NCCCO,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
931,COC1:C:C:N:C(CS(=O)C2:N:C3:C:C:C(OC(F)F):C:C:3:[NH]:2):C:1OC,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
932,COC1:C:C:C(CC2:N:C:C:C3:C:C(OC):C(OC):C:C:2:3):C:C:1OC,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
933,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,FC1:C:C:C(C2CCNCC2COC2:C:C:C3:C(:C:2)OCO3):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
935,CCN(CC)C1:C:C:C(C(=C2C=CC(=[N+](CC)CC)C=C2)C2:C:C(S(=O)(=O)O):C:C:C:2S(=O)(=O)O):C:C:1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
936,O=C([O-])[O-].[Na+].[Na+],0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
937,CC1:C:N([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2):C(=O):[NH]:C:1=O.NC1:C:C:N([C@@H]2CS[C@H](CO)O2):C(=O):N:1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
938,COC1:C:C:C:C:C:1OCC(O)CO,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
939,CC(C)(C)NCC(O)COC1:C:C:C:C:C:1C1CCCC1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0
940,NC1:N:C(=O):C2:N:C:N(CCC(CO)CO):C:2:[NH]:1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1
941,CC(C)(S)C(N)C(=O)O,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1
942,CC1(C)SC2C(NC(=O)COC3:C:C:C:C:C:3)C(=O)N2C1C(=O)[O-],0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
943,N=C(N)C1:C:C:C(OCCCCCOC2:C:C:C(C(=N)N):C:C:2):C:C:1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
944,CC(C)=CCN1CCC2(C)C3:C:C(O):C:C:C:3CC1C2C,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
945,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0
946,OCC1OC(N2:C:N:C3:C:2NC=NCC3O)CC1O,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
947,CC(=O)CCCCN1:C(=O):C2:C(:N:C:N:2C):N(C):C:1=O,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
948,O=C1C=CC=C/C1=C1\N/C(=C2/C=CC=CC2=O)N(C2:C:C:C(C(=O)O):C:C:2)N1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
949,CCCN1CC(CSC)CC2C3:C:C:C:C4:[NH]:C:C(:C:3:4)CC21,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
950,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1
951,N#CC1:C:C:C2:C(:C:1)N(CCCN1CCC(O)CC1)C1:C:C:C:C:C:1S2,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
952,OCCN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
953,NC1:C:C:C(N=NC2:C:C:C:C:C:2):C(N):N:1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0
954,CCC1(C2:C:C:C:C:C:2)C(=O)NC(=O)NC1=O,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0
955,CC(COC1:C:C:C:C:C:1)N(CCCl)CC1:C:C:C:C:C:1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
956,CC(C)(N)CC1:C:C:C:C:C:1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0
957,O=C(O)CCCC1:C:C:C:C:C:1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1
958,CC(C)(C)C1:N:C(C2:C:C:C:C(NS(=O)(=O)C3:C(F):C:C:C:C:3F):C:2F):C(C2:C:C:N:C(N):N:2):S:1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
959,CNCC(O)C1:C:C:C:C(O):C:1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0
960,C=CC1:C:C:C:C:C:1S(=O)(=O)O,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
961,CC(N)C(O)C1:C:C:C:C:C:1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0
962,C=CC(=O)N1CCCC(N2:N:C(C3:C:C:C(OC4:C:C:C:C:C:4):C:C:3):C3:C(N):N:C:N:C:3:2)C1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
963,COC1:N:C(C):N:C(Cl):C:1NC1=NCCN1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
964,CNC(=O)OC1:C:C:C2:C(:C:1)C1(C)CCN(C)C1N2C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
965,CC(=CCC1=C(C)C(=O)C2:C:C:C:C:C:2C1=O)CCCC(C)CCCC(C)CCCC(C)C,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
966,CCC1C(=O)OCC1CC1:C:N:C:N:1C,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
967,C=CCN.ClCC1CO1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
968,CC(C)NCC(O)COC1:C:C:C:C2:[NH]:C:C:C:1:2,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0
969,CCC1:C:C:C(CCOC2:C:C:C(CC3SC(=O)NC3=O):C:C:2):N:C:1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
970,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])C2:C:C:C:C:C:2)C(=O)C1=O,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
